	highly_variable	chrom	manual_annotation_peaks	leiden_v1_r1
4-4503458-4503739	True	4	lateral_plate	6
4-4511226-4511547	True	4	hatching_gland	6
4-4576948-4577511	True	4	optic_cup_early	15
4-4591778-4592706	True	4	muscle	12
4-4620482-4621070	True	4	optic_cup_early	0
4-4682041-4682783	True	4	optic_cup_early	0
4-4731686-4732184	True	4	lateral_plate	20
4-4768607-4768806	True	4	unassigned	14
4-4776770-4777129	True	4	lateral_plate	6
4-4779020-4779408	True	4	lateral_plate	6
4-4787005-4787472	True	4	lateral_plate	20
4-4808410-4808716	True	4	unassigned	25
4-4835956-4836798	True	4	unassigned	3
4-4846075-4847103	True	4	unassigned	3
4-4852365-4852933	True	4	unassigned	13
4-4871184-4872307	True	4	muscle	9
4-4881151-4881421	True	4	unassigned	2
4-4910522-4911008	True	4	optic_cup_early	0
4-4975554-4976365	True	4	optic_cup_early	0
4-4982976-4983530	True	4	midbrain_hindbrain_boundary	3
4-4984439-4985189	True	4	optic_cup_early	0
4-4996165-4996536	True	4	unassigned	13
4-5027906-5028775	True	4	tail_bud_late	1
4-5144375-5145156	True	4	optic_cup_early	20
4-5185740-5186151	True	4	unassigned	6
4-5189835-5190470	True	4	optic_cup_early	0
4-5205385-5205584	True	4	unassigned	26
4-5213330-5213953	True	4	hatching_gland	6
4-5222195-5223342	True	4	hatching_gland	6
4-5223353-5223768	True	4	unassigned	6
4-5287082-5287521	True	4	unassigned	4
4-5292017-5293050	True	4	unassigned	5
4-5300581-5301225	True	4	optic_cup_early	23
4-5309457-5309697	True	4	unassigned	24
4-5398060-5398695	True	4	unassigned	10
4-5404407-5404741	True	4	unassigned	5
4-5410069-5410360	True	4	tail_bud_late	1
4-5473019-5474321	True	4	tail_bud_late	1
4-5481109-5481724	True	4	tail_bud_late	1
4-5525581-5526327	True	4	unassigned	3
4-5547944-5548638	True	4	unassigned	3
4-5550252-5550695	True	4	tail_bud_late	11
4-5587990-5588246	True	4	unassigned	27
4-5658207-5659442	True	4	floor_plate	3
4-5673233-5673817	True	4	unassigned	7
4-5687800-5688738	True	4	hatching_gland	6
4-5699971-5700967	True	4	midbrain_hindbrain_boundary	3
4-5717985-5718684	True	4	unassigned	3
4-5724444-5725524	True	4	floor_plate	3
4-5739370-5739809	True	4	hindbrain	3
4-5741441-5743036	True	4	floor_plate	3
4-5785957-5786706	True	4	optic_cup_early	22
4-5805315-5806727	True	4	optic_cup_early	0
4-5865043-5865544	True	4	unassigned	6
4-6043624-6043901	True	4	unassigned	5
4-6070627-6071275	True	4	tail_bud_late	1
4-6095639-6096991	True	4	unassigned	12
4-6133786-6134097	True	4	unassigned	6
4-6144998-6146141	True	4	optic_cup_early	0
4-6154486-6154969	True	4	unassigned	4
4-6211073-6211549	True	4	unassigned	4
4-6211811-6212503	True	4	unassigned	16
4-6226988-6227972	True	4	unassigned	22
4-6244499-6245122	True	4	optic_cup_early	0
4-6320814-6321684	True	4	unassigned	8
4-6328060-6328463	True	4	unassigned	2
4-6332067-6332820	True	4	unassigned	22
4-6333323-6333522	True	4	unassigned	19
4-6334411-6335057	True	4	unassigned	22
4-6346502-6346865	True	4	tail_bud_late	1
4-6358370-6358657	True	4	optic_cup_early	0
4-6365426-6366605	True	4	midbrain_hindbrain_boundary	22
4-6369621-6370113	True	4	optic_cup_early	0
4-6385024-6385471	True	4	unassigned	10
4-6401420-6402378	True	4	unassigned	16
4-6438582-6438867	True	4	unassigned	12
4-6446806-6447137	True	4	unassigned	5
4-6458791-6459003	True	4	tail_bud_late	1
4-6472431-6473167	True	4	optic_cup_early	0
4-6536712-6536988	True	4	unassigned	15
4-6541370-6542228	True	4	tail_bud_late	1
4-6572326-6573501	True	4	lateral_plate	6
4-6580695-6580945	True	4	optic_cup_early	0
4-6604348-6604552	True	4	unassigned	17
4-6617104-6618065	True	4	enteric_neurons	23
4-6652168-6652800	True	4	optic_cup_early	0
4-6663869-6664259	True	4	lateral_plate	6
4-6668960-6669275	True	4	unassigned	19
4-6700014-6700598	True	4	hemangioblasts	8
4-6743941-6744424	True	4	tail_bud_late	11
4-6745396-6745977	True	4	tail_bud_late	1
4-6775105-6775503	True	4	tail_bud_late	1
4-6799660-6799957	True	4	unassigned	5
4-6831033-6831405	True	4	unassigned	4
4-6869541-6870228	True	4	lateral_plate	20
4-6917079-6917528	True	4	unassigned	13
4-6940992-6941366	True	4	unassigned	18
4-6957541-6957904	True	4	unassigned	4
4-6973707-6973906	True	4	unassigned	13
4-6999293-6999673	True	4	unassigned	25
4-7003472-7003850	True	4	unassigned	25
4-7015787-7015986	True	4	unassigned	26
4-7019052-7019634	True	4	unassigned	13
4-7045193-7045575	True	4	unassigned	4
4-7072223-7072564	True	4	unassigned	23
4-7073001-7073669	True	4	hematopoietic_vasculature	8
4-7111481-7112148	True	4	unassigned	10
4-7143276-7143535	True	4	unassigned	4
4-7223704-7223948	True	4	unassigned	13
4-7250230-7250524	True	4	tail_bud_late	11
4-7251346-7252619	True	4	unassigned	16
4-7263091-7263519	True	4	unassigned	30
4-7266564-7267197	True	4	unassigned	22
4-7284789-7285423	True	4	notochord	12
4-7286506-7286914	True	4	unassigned	12
4-7295071-7295854	True	4	unassigned	7
4-7299100-7299810	True	4	unassigned	5
4-7305167-7305398	True	4	optic_cup_early	0
4-7335954-7336400	True	4	tail_bud_late	11
4-7344866-7345393	True	4	optic_cup_early	0
4-7480999-7481690	True	4	unassigned	22
4-7500146-7501074	True	4	optic_cup_early	0
4-7534462-7535255	True	4	optic_cup_early	0
4-7598761-7599065	True	4	tail_bud_late	1
4-7606440-7607283	True	4	optic_cup_early	0
4-7637491-7638263	True	4	optic_cup_early	0
4-7647414-7648283	True	4	tail_bud_late	1
4-7676978-7678351	True	4	lateral_plate	3
4-7745164-7745781	True	4	optic_cup_early	0
4-7860200-7860808	True	4	optic_cup_early	0
4-7941523-7941794	True	4	optic_cup_early	0
4-7966328-7967219	True	4	tail_bud_late	1
4-7969644-7970450	True	4	optic_cup_early	0
4-7971574-7971992	True	4	tail_bud_late	1
4-7999170-8000156	True	4	optic_cup_early	0
4-8005487-8006352	True	4	unassigned	9
4-8048544-8049226	True	4	tail_bud_late	1
4-8069134-8069871	True	4	optic_cup_early	0
4-8069976-8070506	True	4	optic_cup_early	0
4-8078322-8078587	True	4	unassigned	18
4-8148364-8149605	True	4	unassigned	3
4-8193412-8193760	True	4	tail_bud_late	1
4-8204459-8205518	True	4	hemangioblasts	8
4-8208000-8208865	True	4	optic_cup_early	0
4-8249854-8250724	True	4	lateral_plate	20
4-8309398-8309875	True	4	tail_bud_late	1
4-8367430-8368148	True	4	PSM	12
4-8378867-8379315	True	4	unassigned	16
4-8404372-8405277	True	4	unassigned	20
4-8461757-8462040	True	4	optic_cup_early	0
4-8462150-8463011	True	4	optic_cup_early	0
4-8480780-8481097	True	4	tail_bud_late	1
4-8496692-8497369	True	4	NMPs	12
4-8533661-8534484	True	4	optic_cup_early	0
4-8553097-8553601	True	4	NMPs	12
4-8589367-8590087	True	4	tail_bud_late	1
4-8630375-8631210	True	4	PSM	12
4-8636945-8638733	True	4	NMPs	12
4-8641835-8642542	True	4	NMPs	12
4-8650177-8651087	True	4	unassigned	6
4-8785447-8786488	True	4	tail_bud_late	1
4-8800099-8800346	True	4	unassigned	17
4-8850537-8851141	True	4	unassigned	15
4-8859818-8860019	True	4	tail_bud_late	1
4-8881946-8882394	True	4	tail_bud_late	1
4-8934698-8935124	True	4	unassigned	12
4-8958505-8959254	True	4	unassigned	22
4-8964225-8965288	True	4	floor_plate	3
4-8973610-8974063	True	4	unassigned	12
4-8977720-8978493	True	4	unassigned	12
4-8995326-8995918	True	4	PSM	12
4-9019620-9020187	True	4	PSM	12
4-9072350-9073124	True	4	optic_cup_early	0
4-9074711-9075158	True	4	tail_bud_late	1
4-9082052-9082363	True	4	unassigned	2
4-9085235-9086084	True	4	unassigned	20
4-9102853-9104035	True	4	hindbrain	3
4-9123873-9125017	True	4	unassigned	12
4-9130962-9131652	True	4	tail_bud_late	1
4-9231375-9231620	True	4	unassigned	14
4-9262201-9262557	True	4	unassigned	14
4-9279457-9280128	True	4	tail_bud_late	1
4-9285913-9286336	True	4	unassigned	5
4-9299564-9300462	True	4	optic_cup_early	0
4-9305887-9306470	True	4	unassigned	17
4-9321692-9322432	True	4	unassigned	3
4-9330731-9331483	True	4	tail_bud_late	1
4-9385970-9386218	True	4	unassigned	13
4-9410980-9411771	True	4	unassigned	5
4-9421009-9421697	True	4	unassigned	22
4-9450299-9451356	True	4	optic_cup_early	0
4-9474619-9475228	True	4	hatching_gland	6
4-9501719-9502581	True	4	tail_bud_late	1
4-9510916-9511813	True	4	optic_cup_early	0
4-9565236-9565554	True	4	optic_cup_early	0
4-9569647-9569861	True	4	unassigned	26
4-9569889-9570174	True	4	unassigned	10
4-9582423-9583388	True	4	hematopoietic_vasculature	8
4-9770972-9771329	True	4	unassigned	2
4-9774972-9775372	True	4	optic_cup_early	0
4-9780416-9781382	True	4	hatching_gland	6
4-9791559-9792348	True	4	hatching_gland	6
4-9854129-9854610	True	4	unassigned	17
4-9855819-9856668	True	4	unassigned	4
4-9857146-9857496	True	4	unassigned	17
4-9865009-9865529	True	4	NMPs	12
4-9919302-9919984	True	4	hindbrain	3
4-9959209-9959760	True	4	tail_bud_late	1
4-9975173-9975710	True	4	unassigned	12
4-10034637-10035219	True	4	muscle	9
4-10036060-10036782	True	4	muscle	9
4-10041140-10041852	True	4	lateral_plate	20
4-10044547-10044749	True	4	tail_bud_late	11
4-10068707-10069801	True	4	muscle	9
4-10071004-10071690	True	4	lateral_plate	20
4-10075449-10076383	True	4	unassigned	20
4-10086881-10087833	True	4	tail_bud_late	1
4-10088739-10088981	True	4	unassigned	2
4-10095307-10095680	True	4	fast_muscle	9
4-10115449-10115691	True	4	tail_bud_late	11
4-10123780-10124256	True	4	tail_bud_late	1
4-10140570-10140769	True	4	unassigned	25
4-10183895-10184681	True	4	optic_cup_early	0
4-10193533-10194339	True	4	optic_cup_early	0
4-10200632-10200855	True	4	unassigned	5
4-10201553-10202132	True	4	optic_cup_early	22
4-10204252-10204451	True	4	unassigned	6
4-10208020-10208685	True	4	fast_muscle	9
4-10210269-10210936	True	4	unassigned	22
4-10220863-10221575	True	4	unassigned	22
4-10229179-10229804	True	4	unassigned	22
4-10232880-10233390	True	4	optic_cup_early	0
4-10248168-10248567	True	4	tail_bud_late	11
4-10257571-10257953	True	4	optic_cup_early	0
4-10265924-10266668	True	4	heart_myocardium	20
4-10277935-10278567	True	4	optic_cup_early	0
4-10289827-10290104	True	4	unassigned	2
4-10303169-10303612	True	4	hatching_gland	6
4-10313721-10314132	True	4	optic_cup_early	0
4-10346807-10347006	True	4	unassigned	12
4-10349822-10350182	True	4	optic_cup_early	0
4-10352100-10352502	True	4	tail_bud_late	11
4-10359126-10359407	True	4	unassigned	21
4-10395642-10396332	True	4	enteric_neurons	23
4-10400886-10401172	True	4	unassigned	5
4-10470908-10471298	True	4	optic_cup_early	0
4-10507593-10508205	True	4	unassigned	16
4-10515155-10516206	True	4	unassigned	15
4-10518026-10518637	True	4	unassigned	6
4-10536052-10536991	True	4	unassigned	15
4-10554643-10554977	True	4	unassigned	4
4-10567848-10568094	True	4	unassigned	10
4-10570803-10571078	True	4	unassigned	13
4-10574776-10575542	True	4	optic_cup_early	0
4-10668360-10668938	True	4	unassigned	20
4-10678281-10678868	True	4	hematopoietic_vasculature	8
4-10689871-10690336	True	4	unassigned	2
4-10691840-10693294	True	4	tail_bud_late	1
4-10703922-10704796	True	4	unassigned	9
4-10719846-10720667	True	4	hematopoietic_vasculature	8
4-10721686-10721938	True	4	unassigned	8
4-10746998-10747665	True	4	unassigned	7
4-10787135-10788096	True	4	tail_bud_late	0
4-10817973-10818522	True	4	hematopoietic_vasculature	8
4-10830829-10831747	True	4	lateral_plate	20
4-10856684-10857126	True	4	unassigned	6
4-10863002-10863562	True	4	hatching_gland	6
4-10865223-10865494	True	4	hatching_gland	6
4-10866219-10866546	True	4	unassigned	6
4-10893239-10893547	True	4	unassigned	13
4-10896195-10897205	True	4	tail_bud_late	1
4-10902559-10902859	True	4	unassigned	19
4-10918789-10919096	True	4	unassigned	14
4-10932865-10933347	True	4	unassigned	5
4-10989651-10989884	True	4	unassigned	13
4-10994446-10995143	True	4	muscle	9
4-11046570-11047061	True	4	hematopoietic_vasculature	8
4-11100664-11100944	True	4	unassigned	24
4-11106444-11106643	True	4	unassigned	14
4-11114093-11114496	True	4	tail_bud_late	1
4-11141194-11141975	True	4	hematopoietic_vasculature	8
4-11156999-11157574	True	4	unassigned	8
4-11253497-11254297	True	4	unassigned	16
4-11257515-11258033	True	4	PSM	12
4-11297464-11298182	True	4	floor_plate	3
4-11309363-11309883	True	4	PSM	12
4-11315048-11316014	True	4	tail_bud_late	1
4-11359266-11359551	True	4	optic_cup_early	0
4-11404698-11405316	True	4	optic_cup_early	0
4-11419735-11419934	True	4	unassigned	5
4-11420971-11421446	True	4	unassigned	10
4-11421860-11422834	True	4	optic_cup_early	0
4-11427717-11428951	True	4	PSM	12
4-11437295-11437640	True	4	tail_bud_late	1
4-11507223-11508423	True	4	muscle	9
4-11509727-11510059	True	4	muscle	9
4-11532348-11533693	True	4	lateral_plate	20
4-11633347-11634076	True	4	hatching_gland	6
4-11704124-11704691	True	4	unassigned	13
4-11733708-11734119	True	4	optic_cup_early	0
4-11738069-11738843	True	4	tail_bud_late	0
4-11885552-11886516	True	4	optic_cup_early	0
4-11891090-11891657	True	4	unassigned	9
4-11898545-11899177	True	4	epidermis	15
4-11958707-11959191	True	4	hatching_gland	6
4-11975137-11975691	True	4	unassigned	20
4-11980024-11980955	True	4	notochord	20
4-12015848-12016669	True	4	optic_cup_early	0
4-12017132-12017769	True	4	optic_cup_early	0
4-12031357-12033100	True	4	muscle	9
4-12034005-12035297	True	4	muscle	9
4-12035914-12036733	True	4	tail_bud_late	11
4-12037236-12037620	True	4	optic_cup_early	15
4-12115025-12115927	True	4	tail_bud_late	1
4-12134599-12134807	True	4	unassigned	2
4-12190581-12191305	True	4	optic_cup_early	22
4-12194433-12194829	True	4	optic_cup_early	0
4-12195881-12196343	True	4	optic_cup_early	0
4-12205570-12205791	True	4	unassigned	27
4-12211458-12211839	True	4	unassigned	10
4-12245192-12245738	True	4	unassigned	15
4-12246840-12247500	True	4	optic_cup_early	15
4-12251960-12252451	True	4	unassigned	2
4-12265865-12266190	True	4	unassigned	6
4-12295048-12295814	True	4	hindbrain	3
4-12298078-12298277	True	4	unassigned	25
4-12375166-12375838	True	4	NMPs	12
4-12406795-12407107	True	4	optic_cup_early	0
4-12419815-12420314	True	4	optic_cup_early	0
4-12429582-12429802	True	4	unassigned	24
4-12440669-12441170	True	4	unassigned	22
4-12443246-12443596	True	4	unassigned	4
4-12457139-12457959	True	4	unassigned	22
4-12471659-12471902	True	4	unassigned	26
4-12498452-12499005	True	4	unassigned	7
4-12524077-12524790	True	4	unassigned	22
4-12533593-12535406	True	4	floor_plate	3
4-12541294-12542421	True	4	PSM	12
4-12567813-12568491	True	4	optic_cup_early	22
4-12588323-12588664	True	4	unassigned	5
4-12620065-12621484	True	4	floor_plate	3
4-12627863-12628206	True	4	unassigned	22
4-12651409-12652195	True	4	tail_bud_late	1
4-12727572-12728458	True	4	PSM	12
4-12738749-12739980	True	4	NMPs	12
4-12771116-12772965	True	4	PSM	12
4-12795238-12795686	True	4	optic_cup_early	0
4-12809852-12810961	True	4	hindbrain	3
4-12819342-12821790	True	4	unassigned	3
4-12830745-12831542	True	4	tail_bud_late	1
4-12835958-12837972	True	4	floor_plate	3
4-12874108-12874557	True	4	unassigned	6
4-12902394-12903956	True	4	unassigned	3
4-12942408-12943260	True	4	tail_bud_late	1
4-13048178-13048425	True	4	optic_cup_early	0
4-13122062-13122493	True	4	tail_bud_late	11
4-13151692-13152229	True	4	unassigned	16
4-13155915-13156561	True	4	optic_cup_early	0
4-13159230-13159881	True	4	unassigned	1
4-13182869-13183396	True	4	hatching_gland	6
4-13195235-13195437	True	4	unassigned	23
4-13217708-13218059	True	4	fast_muscle	9
4-13242321-13243092	True	4	unassigned	12
4-13286541-13286777	True	4	unassigned	26
4-13292874-13293106	True	4	unassigned	2
4-13294247-13294930	True	4	tail_bud_late	1
4-13313689-13314314	True	4	unassigned	23
4-13320495-13321230	True	4	tail_bud_late	1
4-13328653-13328907	True	4	optic_cup_early	0
4-13342131-13342998	True	4	unassigned	1
4-13350402-13351100	True	4	tail_bud_late	1
4-13473702-13474288	True	4	unassigned	9
4-13477414-13478436	True	4	optic_cup_early	0
4-13544388-13544910	True	4	unassigned	4
4-13560135-13560508	True	4	unassigned	4
4-13640537-13641089	True	4	unassigned	5
4-13644842-13645054	True	4	optic_cup_early	0
4-13651853-13652613	True	4	unassigned	5
4-13658435-13660047	True	4	endoderm	6
4-13662175-13663046	True	4	optic_cup_early	0
4-13663176-13664011	True	4	unassigned	22
4-13669825-13670240	True	4	unassigned	22
4-13705289-13705767	True	4	unassigned	4
4-13783787-13784382	True	4	tail_bud_late	1
4-13838815-13839442	True	4	hemangioblasts	8
4-13940830-13941809	True	4	NMPs	12
4-13979281-13980334	True	4	NMPs	12
4-14004924-14005651	True	4	unassigned	22
4-14051075-14051945	True	4	optic_cup_early	0
4-14081727-14082263	True	4	tail_bud_late	1
4-14145623-14146411	True	4	unassigned	17
4-14186156-14186588	True	4	optic_cup_early	0
4-14260383-14260770	True	4	unassigned	2
4-14281095-14282451	True	4	hatching_gland	6
4-14289411-14289645	True	4	unassigned	19
4-14292714-14293376	True	4	unassigned	28
4-14315601-14315938	True	4	unassigned	13
4-14341605-14341804	True	4	unassigned	21
4-14349372-14350233	True	4	optic_cup_early	0
4-14353049-14353463	True	4	unassigned	2
4-14428291-14428490	True	4	unassigned	21
4-14450323-14451287	True	4	tail_bud_late	1
4-14471603-14472236	True	4	tail_bud_late	1
4-14507228-14507803	True	4	hatching_gland	6
4-14583562-14584455	True	4	tail_bud_late	1
4-14646218-14646451	True	4	unassigned	21
4-14692565-14693036	True	4	unassigned	28
4-14703223-14704143	True	4	notochord	12
4-14737963-14738300	True	4	optic_cup_early	0
4-14762249-14763015	True	4	tail_bud_late	1
4-14771314-14772086	True	4	tail_bud_late	1
4-14810592-14811272	True	4	unassigned	4
4-14815563-14815823	True	4	unassigned	14
4-14861515-14862248	True	4	optic_cup_early	0
4-14911351-14911566	True	4	unassigned	2
4-14935951-14936286	True	4	unassigned	5
4-14941572-14941771	True	4	unassigned	18
4-14982469-14982886	True	4	tail_bud_late	1
4-15140408-15140749	True	4	unassigned	15
4-15152653-15153291	True	4	unassigned	22
4-15155125-15155732	True	4	tail_bud_late	3
4-15223899-15224498	True	4	unassigned	22
4-15267903-15268855	True	4	tail_bud_late	1
4-15319543-15320592	True	4	optic_cup_early	15
4-15321521-15322300	True	4	optic_cup_early	23
4-15329979-15330894	True	4	neural_crest	15
4-15348654-15349317	True	4	optic_cup_early	0
4-15362954-15364193	True	4	unassigned	22
4-15376116-15377145	True	4	muscle	12
4-15395185-15396117	True	4	unassigned	12
4-15411346-15411829	True	4	unassigned	9
4-15451312-15451808	True	4	unassigned	30
4-15501240-15501650	True	4	optic_cup_early	0
4-15502650-15503397	True	4	midbrain_hindbrain_boundary	3
4-15515728-15516468	True	4	unassigned	2
4-15521897-15522780	True	4	unassigned	2
4-15534623-15535610	True	4	hindbrain	3
4-15539073-15540478	True	4	midbrain_hindbrain_boundary	3
4-15541716-15542567	True	4	hindbrain	3
4-15544622-15545403	True	4	hindbrain	3
4-15546090-15547003	True	4	optic_cup_early	0
4-15613242-15613583	True	4	unassigned	31
4-15648366-15649104	True	4	unassigned	23
4-15664078-15664320	True	4	unassigned	27
4-15665787-15666603	True	4	hindbrain	3
4-15701200-15701399	True	4	unassigned	2
4-15715150-15716150	True	4	tail_bud_late	1
4-15742504-15743117	True	4	fast_muscle	9
4-15812618-15813532	True	4	unassigned	9
4-15993782-15994032	True	4	unassigned	4
4-15997778-15998307	True	4	optic_cup_early	0
4-16102970-16103332	True	4	unassigned	23
4-16130065-16131222	True	4	hemangioblasts	8
4-16205059-16206119	True	4	fast_muscle	9
4-16210876-16211730	True	4	muscle	9
4-16232427-16232970	True	4	hemangioblasts	8
4-16248583-16249367	True	4	unassigned	13
4-16264235-16264657	True	4	unassigned	9
4-16277775-16278200	True	4	tail_bud_late	1
4-16279586-16279968	True	4	hatching_gland	6
4-16344801-16345701	True	4	epidermis	15
4-16400208-16400808	True	4	hemangioblasts	20
4-16535319-16535632	True	4	tail_bud_late	1
4-16607805-16608332	True	4	unassigned	6
4-16621461-16622099	True	4	optic_cup_early	0
4-16663252-16664604	True	4	floor_plate	3
4-16668631-16669252	True	4	midbrain_hindbrain_boundary	3
4-16692667-16693404	True	4	unassigned	3
4-16697175-16697992	True	4	diff_neurons	3
4-16737566-16739500	True	4	heart_myocardium	20
4-16754524-16754965	True	4	tail_bud_late	11
4-16808086-16808438	True	4	optic_cup_early	0
4-16810551-16811060	True	4	tail_bud_late	11
4-16846230-16846529	True	4	unassigned	7
4-16853105-16854025	True	4	tail_bud_late	1
4-16859747-16860851	True	4	tail_bud_late	1
4-16891356-16891602	True	4	unassigned	6
4-16957159-16957859	True	4	tail_bud_late	11
4-17017360-17018380	True	4	PSM	3
4-17033759-17034687	True	4	unassigned	3
4-17070589-17071826	True	4	floor_plate	3
4-17088527-17089624	True	4	floor_plate	3
4-17131462-17131845	True	4	optic_cup_early	0
4-17135934-17137627	True	4	unassigned	3
4-17250881-17251314	True	4	tail_bud_late	11
4-17251355-17251734	True	4	tail_bud_late	1
4-17303831-17304623	True	4	optic_cup_early	0
4-17325521-17326114	True	4	tail_bud_late	1
4-17343097-17343386	True	4	unassigned	10
4-17366791-17367749	True	4	tail_bud_late	1
4-17429895-17431630	True	4	unassigned	22
4-17447892-17448463	True	4	unassigned	3
4-17455092-17456378	True	4	floor_plate	3
4-17473306-17473764	True	4	unassigned	22
4-17476107-17477166	True	4	midbrain_hindbrain_boundary	3
4-17518885-17520092	True	4	unassigned	3
4-17554625-17555051	True	4	optic_cup_early	0
4-17557625-17558778	True	4	hatching_gland	6
4-17580585-17581956	True	4	tail_bud_late	1
4-17674568-17674854	True	4	unassigned	6
4-17682563-17683169	True	4	unassigned	12
4-17694192-17694681	True	4	muscle	12
4-17735939-17736138	True	4	unassigned	21
4-17752939-17753584	True	4	unassigned	7
4-17765694-17768106	True	4	unassigned	20
4-17769285-17769598	True	4	tail_bud_late	11
4-17779521-17779761	True	4	unassigned	21
4-17805920-17806669	True	4	hemangioblasts	8
4-17815599-17815919	True	4	unassigned	7
4-17841375-17841793	True	4	unassigned	15
4-17861835-17862147	True	4	unassigned	2
4-17871513-17871750	True	4	unassigned	2
4-17874727-17874926	True	4	unassigned	4
4-17913413-17913916	True	4	enteric_neurons	23
4-17962518-17963045	True	4	unassigned	15
4-17997366-17998242	True	4	optic_cup_early	0
4-18011840-18013113	True	4	optic_cup_early	0
4-18088725-18089629	True	4	hematopoietic_vasculature	8
4-18114522-18115377	True	4	optic_cup_early	0
4-18189718-18190493	True	4	notochord	20
4-18196358-18196728	True	4	neural_crest	15
4-18234748-18235360	True	4	tail_bud_late	1
4-18242637-18243007	True	4	optic_cup_early	0
4-18275448-18275765	True	4	unassigned	31
4-18312702-18313402	True	4	unassigned	5
4-18321534-18321899	True	4	tail_bud_late	1
4-18327228-18327713	True	4	hatching_gland	6
4-18337096-18337739	True	4	unassigned	8
4-18462057-18462663	True	4	unassigned	10
4-18487663-18488346	True	4	unassigned	18
4-18552519-18553430	True	4	tail_bud_late	1
4-18566648-18567325	True	4	hatching_gland	6
4-18570513-18571161	True	4	hatching_gland	6
4-18617731-18617930	True	4	unassigned	17
4-18623648-18623850	True	4	unassigned	13
4-18632119-18632504	True	4	unassigned	2
4-18665967-18666635	True	4	unassigned	3
4-18690486-18691056	True	4	optic_cup_early	0
4-18734387-18735183	True	4	optic_cup_early	0
4-18785649-18786315	True	4	hematopoietic_vasculature	8
4-18792555-18792754	True	4	unassigned	24
4-18857058-18857858	True	4	hemangioblasts	8
4-19000141-19000744	True	4	optic_cup_early	0
4-19002280-19002956	True	4	tail_bud_late	1
4-19041805-19042065	True	4	unassigned	26
4-19043382-19043610	True	4	unassigned	14
4-19054739-19055180	True	4	optic_cup_early	0
4-19068536-19068775	True	4	unassigned	4
4-19088225-19088707	True	4	unassigned	8
4-19097000-19097688	True	4	unassigned	16
4-19144254-19144773	True	4	unassigned	10
4-19215584-19215783	True	4	unassigned	17
4-19221429-19221742	True	4	optic_cup_early	0
4-19265664-19266168	True	4	unassigned	6
4-19271047-19271436	True	4	hatching_gland	6
4-19282305-19283082	True	4	unassigned	16
4-19291761-19292218	True	4	unassigned	23
4-19301497-19301795	True	4	unassigned	20
4-19398929-19399848	True	4	tail_bud_late	1
4-19410258-19411371	True	4	tail_bud_late	1
4-19445143-19445558	True	4	unassigned	4
4-19448756-19449621	True	4	unassigned	16
4-19459865-19460558	True	4	unassigned	12
4-19507341-19508405	True	4	diff_neurons	3
4-19532798-19535545	True	4	floor_plate	3
4-19540595-19541394	True	4	unassigned	22
4-19568964-19569717	True	4	tail_bud_late	1
4-19592047-19592260	True	4	tail_bud_late	11
4-19618262-19619076	True	4	endo_pancreas	6
4-19668091-19668372	True	4	tail_bud_late	11
4-19674574-19675344	True	4	tail_bud_late	1
4-19721575-19722920	True	4	unassigned	20
4-19744404-19745518	True	4	muscle	9
4-19750928-19751932	True	4	muscle	9
4-19826854-19827055	True	4	unassigned	17
4-19829206-19829998	True	4	unassigned	18
4-19830932-19831608	True	4	tail_bud_late	11
4-19863457-19864056	True	4	fast_muscle	9
4-19879444-19880070	True	4	fast_muscle	9
4-19886861-19887846	True	4	hatching_gland	6
4-19919345-19920206	True	4	optic_cup_early	0
4-19921134-19921477	True	4	unassigned	23
4-20010399-20011004	True	4	unassigned	4
4-20039687-20040098	True	4	unassigned	6
4-20042979-20043787	True	4	unassigned	6
4-20118713-20119098	True	4	unassigned	9
4-20131528-20131949	True	4	fast_muscle	9
4-20133263-20134165	True	4	optic_cup_early	0
4-20162676-20163343	True	4	unassigned	9
4-20232737-20233001	True	4	optic_cup_early	0
4-20241939-20243065	True	4	PSM	12
4-20271973-20272444	True	4	neural	27
4-20322875-20323213	True	4	unassigned	20
4-20357849-20358691	True	4	enteric_neurons	23
4-20377316-20377515	True	4	unassigned	21
4-20438697-20439349	True	4	tail_bud_late	1
4-20534624-20534859	True	4	unassigned	25
4-20574933-20575542	True	4	unassigned	10
4-20578466-20579188	True	4	unassigned	10
4-20582421-20582670	True	4	unassigned	2
4-20609062-20609561	True	4	tail_bud_late	11
4-20615941-20616205	True	4	unassigned	6
4-20625514-20625888	True	4	NMPs	12
4-20629105-20629733	True	4	NMPs	12
4-20669959-20670917	True	4	tail_bud_late	1
4-20677619-20678191	True	4	notochord	12
4-20709323-20710021	True	4	unassigned	10
4-20711933-20712206	True	4	unassigned	2
4-20758766-20759296	True	4	hemangioblasts	8
4-20832072-20832701	True	4	hematopoietic_vasculature	8
4-20854698-20855332	True	4	hematopoietic_vasculature	8
4-20884882-20885928	True	4	muscle	9
4-20888614-20889175	True	4	unassigned	16
4-20938010-20938893	True	4	optic_cup_early	0
4-20966144-20966422	True	4	unassigned	5
4-20981830-20982353	True	4	unassigned	7
4-20990345-20990685	True	4	unassigned	10
4-21042518-21043065	True	4	unassigned	15
4-21135159-21135853	True	4	unassigned	1
4-21174208-21174480	True	4	unassigned	4
4-21185472-21186426	True	4	unassigned	2
4-21189481-21190024	True	4	unassigned	22
4-21224418-21225250	True	4	unassigned	18
4-21255088-21255997	True	4	optic_cup_early	0
