loc	cluster
chr6:42858855-42859980	3
chr6:42863692-42864474	3
chr6:42871529-42872175	0
chr6:42873727-42874369	1
chr6:42884016-42884659	14
chr6:42913768-42914500	7
chr6:42952003-42952546	7
chr6:42989181-42989788	0
chr6:43002078-43002314	2
chr6:43045029-43045228	27
chr6:43074356-43075014	1
chr6:43091521-43092616	3
chr6:43102366-43103362	3
chr6:43115694-43116892	3
chr6:43126769-43127562	1
chr6:43144608-43145768	1
chr6:43198383-43198880	4
chr6:43210161-43210417	2
chr6:43256777-43257092	0
chr6:43262152-43262895	1
chr6:43279715-43280761	3
chr6:43401520-43402023	20
chr6:43404240-43404680	36
chr6:43409192-43409580	4
chr6:43409831-43410329	2
chr6:43618975-43619922	20
chr6:43659434-43660557	3
chr6:43676278-43677718	3
chr6:43763778-43764885	7
chr6:43787555-43787823	0
chr6:43823612-43823955	2
chr6:43868846-43869277	17
chr6:43929367-43929633	13
chr6:43942486-43942697	0
chr6:43953822-43954045	14
chr6:43965753-43966155	22
chr6:43981755-43982685	1
chr6:44032119-44032954	3
chr6:44088904-44089958	9
chr6:44096488-44097315	3
chr6:44107960-44108398	1
chr6:44118945-44119150	24
chr6:44152741-44153324	20
chr6:44183852-44184693	14
chr6:44192503-44193409	0
chr6:44262756-44263674	3
chr6:44282253-44283060	9
chr6:44296648-44297512	1
chr6:44307328-44308212	3
chr6:44468396-44468641	4
chr6:44482588-44482855	18
chr6:44498501-44498741	15
chr6:44500541-44502590	0
chr6:44522266-44522583	0
chr6:44526573-44526901	4
chr6:44563762-44564274	22
chr6:44576433-44577119	1
chr6:44584861-44585186	13
chr6:44608740-44609090	5
chr6:44618794-44619428	28
chr6:44620459-44620931	19
chr6:44625845-44626145	4
chr6:44640707-44641214	15
chr6:44668573-44668869	13
chr6:44688235-44688603	5
chr6:44689620-44689870	26
chr6:44695751-44695951	13
chr6:44703387-44703972	1
chr6:44771759-44772049	4
chr6:44777636-44778417	22
chr6:44793793-44794145	3
chr6:44834289-44834811	0
chr6:44837001-44837531	20
chr6:44845531-44845957	3
chr6:44884150-44884981	0
chr6:44888987-44889599	0
chr6:44896614-44896845	18
chr6:44902483-44902992	1
chr6:44909596-44910865	3
chr6:44913316-44914240	0
chr6:44933484-44933826	4
chr6:44945743-44945969	2
chr6:44950156-44950913	1
chr6:44959519-44959955	0
chr6:44996463-44997488	32
chr6:45013616-45013815	0
chr6:45035249-45035642	7
chr6:45075061-45075260	24
chr6:45082344-45083263	34
chr6:45089259-45089550	16
chr6:45103307-45103737	0
chr6:45107834-45108044	23
chr6:45117827-45118266	4
chr6:45119498-45119924	4
chr6:45140935-45141134	24
chr6:45142016-45142215	1
chr6:45151700-45152396	10
chr6:45158238-45158621	4
chr6:45166124-45166751	4
chr6:45275395-45275594	1
chr6:45278929-45279332	29
chr6:45312960-45313262	28
chr6:45336793-45337000	19
chr6:45360138-45360396	26
chr6:45360478-45360677	18
chr6:45395971-45396224	29
chr6:45398275-45398779	10
chr6:45415224-45416180	4
chr6:45424549-45424926	21
chr6:45437058-45437527	21
chr6:45444463-45444828	4
chr6:45448269-45448625	9
chr6:45448961-45449499	9
chr6:45450960-45451459	22
chr6:45452238-45452890	9
chr6:45511554-45511851	24
chr6:45636637-45637147	0
chr6:45637921-45638399	0
chr6:45685111-45685510	10
chr6:45695936-45696695	1
chr6:45696882-45697416	1
chr6:45703316-45703835	0
chr6:45704661-45704891	16
chr6:45733754-45734161	33
chr6:45764679-45765180	25
chr6:45771258-45771872	21
chr6:45777790-45778282	0
chr6:45782238-45782868	0
chr6:45788142-45789971	1
chr6:45807499-45807976	1
chr6:45847776-45848321	1
chr6:45890422-45891896	3
chr6:45907199-45907748	3
chr6:45910277-45911337	3
chr6:45972286-45972485	27
chr6:45986846-45987353	0
chr6:46019479-46019928	5
chr6:46025740-46026439	1
chr6:46045762-46046121	16
chr6:46070854-46071281	4
chr6:46089501-46089878	10
chr6:46106592-46106878	13
chr6:46109219-46109655	28
chr6:46122791-46123590	12
chr6:46126472-46126760	37
chr6:46139661-46140343	12
chr6:46149564-46149920	15
chr6:46171443-46172127	21
chr6:46186883-46187236	0
chr6:46188412-46188912	14
chr6:46194548-46194829	24
chr6:46197691-46197890	5
chr6:46221966-46222663	14
chr6:46254434-46254805	2
chr6:46256358-46256598	14
chr6:46302735-46303895	3
chr6:46357197-46357513	10
chr6:46360956-46361595	12
chr6:46364342-46364654	26
chr6:46378173-46378636	17
chr6:46391854-46392766	1
chr6:46441078-46441323	24
chr6:46471448-46472134	22
chr6:46477147-46478077	28
chr6:46480922-46481474	25
chr6:46509864-46510063	18
chr6:46527357-46527636	23
chr6:46543107-46544152	4
chr6:46552660-46553028	13
chr6:46581288-46581789	22
chr6:46582812-46583086	29
chr6:46642905-46643279	22
chr6:46646627-46646899	10
chr6:46685675-46685909	22
chr6:46687588-46687877	15
chr6:46708329-46708657	33
chr6:46708803-46709274	4
chr6:46720341-46720976	8
chr6:46739373-46739717	8
chr6:46773912-46774443	22
chr6:46801609-46802624	19
chr6:46810983-46811734	4
chr6:46836580-46836914	24
chr6:46843566-46843765	22
chr6:46854915-46855255	18
chr6:46855756-46856014	5
chr6:46860499-46860871	14
chr6:46861014-46861344	5
chr6:46868032-46869053	11
chr6:46870133-46870574	12
chr6:46888221-46888494	12
chr6:46891060-46891281	31
chr6:46897176-46898237	0
chr6:46900440-46900639	18
chr6:46917863-46918455	15
chr6:46919699-46920364	10
chr6:46932645-46932869	29
chr6:46946393-46946655	7
chr6:46948337-46948873	4
chr6:46948880-46949613	4
chr6:46951798-46952085	18
chr6:46954273-46954833	11
chr6:46968909-46969339	0
chr6:46974398-46974757	7
chr6:46977877-46978360	26
chr6:46990864-46991073	2
chr6:46994594-46995403	0
chr6:47023105-47024644	11
chr6:47039454-47040494	0
chr6:47068273-47068472	5
chr6:47086456-47087258	0
chr6:47130893-47131341	8
chr6:47149134-47149429	13
chr6:47149511-47149904	4
chr6:47164672-47165156	2
chr6:47169999-47170415	28
chr6:47187260-47187757	1
chr6:47200700-47200927	0
chr6:47207374-47208006	14
chr6:47218320-47218798	13
chr6:47243068-47243554	0
chr6:47297582-47298185	0
chr6:47336239-47337128	3
chr6:47354584-47354794	26
chr6:47357483-47358021	0
chr6:47371033-47371607	1
chr6:47377922-47379073	5
chr6:47405340-47406344	1
chr6:47408578-47408911	18
chr6:47411520-47411938	18
chr6:47442165-47443921	3
chr6:47476180-47476484	0
chr6:47502670-47503058	10
chr6:47512783-47513180	9
chr6:47550646-47551118	1
chr6:47566572-47567351	1
chr6:47572524-47572760	4
chr6:47573038-47573287	1
chr6:47576335-47576572	14
chr6:47620122-47620402	15
chr6:47622611-47622983	12
chr6:47637968-47638291	1
chr6:47638390-47638907	1
chr6:47655476-47655804	2
chr6:47659535-47659922	1
chr6:47695775-47696029	12
chr6:47722467-47722997	0
chr6:47727724-47728686	1
chr6:47741492-47741867	31
chr6:47752131-47752868	7
chr6:47768969-47769240	30
chr6:47789817-47790247	5
chr6:47809792-47811026	1
chr6:47843588-47843930	14
chr6:47852474-47852727	26
chr6:47917730-47918026	10
chr6:47926884-47927626	7
chr6:47929754-47930598	0
chr6:47935530-47936126	0
chr6:47952018-47952358	2
chr6:47972759-47973100	5
chr6:47995698-47996083	23
chr6:48009192-48009813	0
chr6:48016816-48017078	5
chr6:48057716-48058009	2
chr6:48078898-48079365	7
chr6:48081871-48082431	0
chr6:48100865-48101064	23
chr6:48101861-48102636	1
chr6:48124179-48124622	8
chr6:48125374-48125660	24
chr6:48126569-48126984	5
chr6:48193896-48194214	0
chr6:48195563-48196337	8
chr6:48231913-48232469	1
chr6:48235515-48236242	17
chr6:48261091-48261547	10
chr6:48331432-48331876	31
chr6:48390915-48391320	4
chr6:48393640-48394773	9
chr6:48397967-48398448	9
chr6:48408743-48409614	0
chr6:48431165-48431513	15
chr6:48433601-48433971	0
chr6:48442044-48442392	15
chr6:48453571-48453805	10
chr6:48466935-48467169	2
chr6:48468436-48468882	1
chr6:48523260-48523601	14
chr6:48535034-48535245	29
chr6:48578078-48578929	28
chr6:48592585-48592992	26
chr6:48613991-48614570	10
chr6:48636132-48636331	30
chr6:48654247-48654735	21
chr6:48668192-48669837	1
chr6:48675595-48675923	4
chr6:48721119-48721407	4
chr6:48739018-48739632	0
chr6:48759127-48759852	13
chr6:48761305-48762067	10
chr6:48779300-48780301	0
chr6:48780364-48781072	24
chr6:48783033-48783521	4
chr6:48791073-48791272	21
chr6:48802166-48802437	18
chr6:48834470-48834787	21
chr6:48849258-48849874	12
chr6:48880112-48880477	12
chr6:48883951-48884300	4
chr6:48907811-48908071	2
chr6:48909140-48909339	7
chr6:48916590-48917256	0
chr6:48933594-48934001	14
chr6:48934885-48935270	5
chr6:48946031-48946474	24
chr6:48970696-48970895	23
chr6:48977838-48978100	19
chr6:48989408-48989607	16
chr6:48991369-48991616	15
chr6:49007260-49007785	0
chr6:49020303-49020659	12
chr6:49072947-49073618	1
chr6:49094749-49095744	3
chr6:49165105-49165753	11
chr6:49192035-49192987	8
chr6:49226686-49227393	15
chr6:49231230-49232113	1
chr6:49259406-49259959	7
chr6:49262509-49264003	0
chr6:49311122-49311525	13
chr6:49317928-49318541	28
chr6:49328188-49329062	21
chr6:49349225-49349619	1
chr6:49423575-49424274	1
chr6:49441815-49442566	20
chr6:49466661-49467055	25
chr6:49483931-49484130	15
chr6:49484213-49484514	4
chr6:49536560-49536759	18
chr6:49587304-49588218	0
chr6:49608552-49608782	4
chr6:49634454-49635561	1
chr6:49639415-49639614	1
chr6:49643067-49643325	19
chr6:49711381-49712072	11
chr6:49749426-49749790	14
chr6:49784242-49785147	0
chr6:49786146-49787050	15
chr6:49881125-49881917	9
chr6:49882717-49883482	9
chr6:49944622-49945216	2
chr6:49946767-49947069	12
chr6:49966237-49966691	0
chr6:49973549-49974344	8
chr6:49983104-49983794	1
chr6:49998979-49999874	0
chr6:50011076-50011849	1
chr6:50024834-50025429	1
chr6:50054195-50054776	11
chr6:50066515-50066784	4
chr6:50079823-50080181	4
chr6:50098023-50098289	5
chr6:50114053-50114276	30
chr6:50132203-50132706	2
chr6:50147236-50147899	8
chr6:50178140-50178760	34
chr6:50226068-50226341	13
chr6:50237675-50238115	13
chr6:50264344-50264578	16
chr6:50270536-50270813	0
chr6:50287730-50288181	5
chr6:50294644-50294951	19
chr6:50314759-50314958	12
chr6:50318983-50319561	7
chr6:50326515-50326792	12
chr6:50358835-50359151	12
chr6:50368768-50370117	0
chr6:50465087-50465646	1
chr6:50502136-50503139	7
chr6:50525011-50526472	8
chr6:50534235-50534974	1
chr6:50648551-50649352	11
chr6:50683195-50683635	0
chr6:50689168-50689969	1
chr6:50778291-50778740	38
chr6:50787845-50788943	8
chr6:50808936-50809479	10
chr6:50814963-50815402	2
chr6:50817876-50818551	17
chr6:50821671-50822470	9
chr6:50840301-50840683	0
chr6:50847530-50848672	1
chr6:50866481-50867061	0
chr6:50880161-50880730	0
chr6:50886155-50886665	0
chr6:50894613-50894883	10
chr6:50900578-50901613	20
chr6:50915178-50915907	20
chr6:50918604-50919387	20
chr6:50922120-50922479	1
chr6:50939375-50939845	20
chr6:50944557-50945209	1
chr6:50949852-50950085	4
chr6:50995836-50996035	12
chr6:51000830-51001223	19
chr6:51018673-51019215	1
chr6:51031447-51031884	5
chr6:51059660-51060320	2
chr6:51073870-51074798	20
chr6:51095503-51096181	7
chr6:51104379-51105145	7
chr6:51107016-51108641	21
chr6:51125828-51126741	20
chr6:51132807-51133179	38
chr6:51138506-51139670	7
chr6:51182583-51182899	11
chr6:51190477-51191632	20
chr6:51214300-51214687	0
chr6:51233086-51233920	20
chr6:51263617-51263837	10
chr6:51266500-51266922	7
chr6:51288386-51288743	19
chr6:51394224-51395274	20
chr6:51399099-51399640	1
chr6:51433312-51433591	38
chr6:51480966-51482056	1
chr6:51515770-51516368	0
chr6:51598017-51598307	8
chr6:51617841-51618133	4
chr6:51632896-51633642	9
chr6:51675774-51676532	9
chr6:51686618-51687151	9
chr6:51693691-51694360	0
chr6:51733006-51733351	7
chr6:51758005-51758419	13
chr6:51798839-51799158	2
chr6:51800506-51800735	22
chr6:51817607-51817885	30
chr6:51824336-51824628	12
chr6:51846681-51846986	4
chr6:51868693-51869021	4
chr6:51958965-51959405	17
chr6:51963106-51963461	1
chr6:51997418-51998335	0
chr6:52009510-52010073	10
chr6:52027405-52028046	25
chr6:52030070-52030575	0
chr6:52056068-52056947	1
chr6:52063913-52064925	11
chr6:52072198-52072570	16
chr6:52090975-52091358	24
chr6:52107190-52107389	16
chr6:52112374-52112697	10
chr6:52159674-52159933	29
chr6:52169469-52169681	4
chr6:52187770-52188399	5
chr6:52215779-52216747	1
chr6:52288739-52290419	7
chr6:52323612-52323907	32
chr6:52324671-52325000	27
chr6:52337900-52338188	1
chr6:52370941-52371140	5
chr6:52418782-52419587	30
chr6:52421461-52421831	34
chr6:52437547-52437931	13
chr6:52448382-52449379	1
chr6:52454796-52455388	0
chr6:52458160-52458359	10
chr6:52486320-52487138	0
chr6:52534621-52534820	7
chr6:52544209-52544434	24
chr6:52688530-52689627	17
chr6:52692858-52693680	14
chr6:52695738-52696554	0
chr6:52708894-52710073	3
chr6:52771016-52772040	11
chr6:52779425-52780275	17
chr6:52798842-52799076	4
chr6:52803692-52804535	8
chr6:52814783-52816068	11
chr6:52827619-52828276	2
chr6:52858157-52858510	25
chr6:52859311-52860214	0
chr6:52890120-52890466	1
chr6:52933210-52933419	4
chr6:52967486-52967998	9
chr6:52979892-52980600	11
chr6:52988918-52989189	14
chr6:53022872-53023341	9
chr6:53098123-53098412	1
chr6:53100814-53101075	1
chr6:53113551-53113805	18
chr6:53129421-53129962	0
chr6:53130288-53130933	1
chr6:53149441-53149899	0
chr6:53166824-53167212	12
chr6:53180601-53180955	14
chr6:53188932-53189324	4
chr6:53277102-53277584	1
chr6:53309640-53310039	1
chr6:53339107-53339638	0
chr6:53372051-53373421	0
chr6:53377264-53377715	0
chr6:53475445-53476031	4
chr6:53483315-53483897	1
chr6:53496752-53497293	14
chr6:53511802-53512001	16
chr6:53512034-53512472	15
chr6:53513588-53513973	20
chr6:53517360-53517572	2
chr6:53517915-53519362	20
chr6:53543951-53544551	7
chr6:53646631-53647025	2
chr6:53660279-53660920	22
chr6:53662028-53662410	2
chr6:53664508-53665073	2
chr6:53672195-53672750	4
chr6:53703761-53704414	2
chr6:53749475-53750069	10
chr6:53844672-53845407	0
chr6:53875558-53876261	1
chr6:53918244-53918820	1
chr6:53938018-53938299	5
chr6:53951830-53952601	1
chr6:53960905-53961833	0
chr6:53999742-54000625	0
chr6:54050092-54050906	25
chr6:54098796-54099370	9
chr6:54114866-54117004	9
chr6:54177256-54177790	0
chr6:54191588-54192150	3
chr6:54214089-54214597	5
chr6:54239309-54240480	3
chr6:54259473-54260159	21
chr6:54293193-54293398	15
chr6:54361359-54361597	23
chr6:54371071-54372428	1
chr6:54474818-54475198	30
chr6:54483352-54484114	34
chr6:54533025-54533457	1
chr6:54596036-54596277	1
chr6:54698015-54698564	2
chr6:54698634-54699120	9
chr6:54721624-54722262	7
chr6:54722478-54722713	7
chr6:54726008-54726341	2
chr6:54727219-54727742	7
chr6:54764020-54764337	7
chr6:54765600-54766968	0
chr6:54816252-54816451	24
chr6:54842240-54842744	24
chr6:54845301-54846042	28
chr6:54866355-54866630	28
chr6:54909272-54909892	15
chr6:54922306-54923053	0
chr6:54939148-54939548	0
chr6:54940408-54940607	4
chr6:54958831-54959031	15
chr6:54979947-54980509	30
chr6:55000492-55000855	15
chr6:55033411-55033982	11
chr6:55039442-55039655	18
chr6:55079953-55080933	11
chr6:55146110-55146396	4
chr6:55194076-55194586	1
chr6:55228810-55229424	1
chr6:55243330-55243530	10
chr6:55332271-55332653	4
chr6:55378662-55379676	27
chr6:55383313-55384826	0
chr6:55394820-55395201	14
chr6:55451460-55452514	30
chr6:55453620-55454013	1
chr6:55503295-55504697	1
chr6:55512366-55512741	22
chr6:55529690-55529910	1
chr6:55537948-55538723	1
chr6:55577831-55578364	1
chr6:55578711-55579178	1
chr6:55586882-55587253	23
chr6:55587516-55587922	34
chr6:55659553-55659785	35
chr6:55672821-55673021	23
chr6:55683465-55683664	30
chr6:55701031-55701850	10
chr6:55728038-55728712	19
chr6:55753501-55754369	8
chr6:55769225-55769639	27
chr6:55788556-55788983	13
chr6:55791719-55792033	7
chr6:55809366-55809777	12
chr6:55861182-55861764	7
chr6:55882016-55882509	17
chr6:55884287-55885116	7
chr6:55898025-55898367	19
chr6:55943493-55943891	0
chr6:56005317-56007394	1
chr6:56038056-56038741	14
chr6:56072741-56073248	5
chr6:56134894-56135131	1
chr6:56165231-56165862	14
chr6:56194895-56195621	14
chr6:56227629-56227833	23
chr6:56246165-56246957	1
chr6:56254183-56255388	20
chr6:56300907-56301462	1
chr6:56311845-56312306	14
chr6:56319384-56319830	14
chr6:56341359-56342191	19
chr6:56343151-56343496	14
chr6:56366267-56366547	25
chr6:56399811-56400244	13
chr6:56421429-56421638	18
chr6:56438026-56438422	0
chr6:56465209-56466021	28
chr6:56468795-56468994	23
chr6:56473624-56475344	1
chr6:56491047-56491288	16
chr6:56516782-56517223	2
chr6:56537206-56537645	12
chr6:56539107-56540205	0
chr6:56542529-56542889	13
chr6:56544735-56545693	1
chr6:56552122-56553486	0
chr6:56560767-56561053	2
chr6:56615081-56615300	23
chr6:56617940-56618839	7
chr6:56630669-56631862	1
chr6:56664480-56664824	2
chr6:56678759-56679298	5
chr6:56699166-56699525	5
chr6:56701626-56702123	19
chr6:56717735-56718398	0
chr6:56740313-56740730	2
chr6:56744608-56745878	2
chr6:56752221-56752420	4
chr6:56782774-56783244	15
chr6:56802119-56802610	4
chr6:56803976-56804204	18
chr6:56840942-56841670	1
chr6:56880282-56880595	12
chr6:56888135-56888484	4
chr6:56897579-56898534	0
chr6:56899925-56901439	3
chr6:56906289-56906819	13
chr6:56916781-56917182	5
chr6:56921195-56921446	5
chr6:56923695-56923948	4
chr6:56930739-56931477	3
chr6:56960474-56960759	23
chr6:57011816-57012071	5
chr6:57039724-57040838	1
chr6:57070807-57071234	4
chr6:57080585-57081159	22
chr6:57094498-57095033	0
chr6:57102484-57103676	0
chr6:57121909-57122185	2
chr6:57126188-57126690	12
chr6:57156907-57157284	10
chr6:57173120-57173330	13
chr6:57227742-57228191	1
chr6:57255890-57256798	19
chr6:57257343-57257814	10
chr6:57265605-57265882	21
chr6:57265981-57266589	0
chr6:57266816-57267349	27
chr6:57275815-57276342	2
chr6:57279464-57280261	15
chr6:57320655-57321452	0
chr6:57334259-57334889	0
chr6:57337357-57337798	15
chr6:57340980-57341677	7
chr6:57501420-57502034	2
chr6:57514669-57514868	29
chr6:57563032-57563660	1
chr6:57564006-57564261	12
chr6:57592239-57592507	13
chr6:57637355-57637625	15
chr6:57657844-57659138	3
chr6:57700187-57701120	1
chr6:57711749-57712379	17
chr6:57737510-57738003	8
chr6:57774540-57775883	11
chr6:57878826-57879078	12
chr6:57892434-57893195	0
chr6:57896119-57896508	4
chr6:57933490-57934122	20
chr6:57986666-57987067	25
chr6:57998991-57999445	2
chr6:58067854-58068553	9
chr6:58103171-58103624	14
chr6:58154629-58154831	18
chr6:58155541-58156049	5
chr6:58156660-58158020	20
chr6:58209868-58210109	16
chr6:58231780-58232061	12
chr6:58247378-58247668	0
chr6:58251216-58251562	16
chr6:58261682-58262229	21
chr6:58299293-58300613	9
chr6:58328196-58328536	13
chr6:58336400-58337149	1
chr6:58370143-58370493	5
chr6:58442116-58443510	1
chr6:58494896-58496150	1
chr6:58524139-58524979	1
chr6:58536166-58536641	2
chr6:58541329-58542002	19
chr6:58543314-58543762	2
chr6:58544016-58544403	22
chr6:58561206-58561405	5
chr6:58569426-58570141	0
chr6:58571472-58571740	13
chr6:58593798-58593997	30
chr6:58602563-58602975	12
chr6:58610365-58611042	28
chr6:58621569-58622066	1
chr6:58728556-58729135	5
chr6:58745878-58747157	1
chr6:58816702-58817497	0
chr6:58835585-58836118	1
chr6:58848317-58848516	25
chr6:58932794-58933286	4
chr6:58985187-58985762	7
chr6:59003312-59004748	1
chr6:59017414-59018342	1
chr6:59095668-59096580	1
chr6:59123156-59123429	0
chr6:59193208-59194348	9
chr6:59197705-59198980	7
chr6:59203866-59204725	0
chr6:59223053-59223301	13
chr6:59249139-59249370	12
chr6:59261284-59261847	1
chr6:59280067-59281118	0
chr6:59303807-59305877	3
chr6:59326459-59326781	15
chr6:59340048-59340335	5
chr6:59352898-59354182	3
chr6:59492356-59493283	3
chr6:59614766-59615831	0
chr6:59765691-59767103	1
chr6:59793684-59794044	9
chr6:59875405-59875990	0
chr6:59899373-59899751	1
chr6:59959587-59959971	1
chr6:59986973-59987695	27
chr6:59991325-59991604	24
chr6:60031185-60031519	0
chr6:60046739-60047017	0
chr6:60075899-60076780	0
chr6:60096487-60097277	9
chr6:60103159-60103534	0
chr6:60150088-60150956	0
chr6:60151418-60151876	3
chr6:60160139-60161080	1
chr6:60223198-60223440	0
chr6:60246692-60247119	1
chr6:60266663-60267076	16
chr7:1430-2300	3
chr7:5648-5868	3
chr7:12596-12918	0
chr7:71169-71778	12
chr7:100616-100825	2
chr7:108168-108679	4
chr7:115281-115755	22
chr7:125682-126117	2
chr7:172932-173520	4
chr7:285223-285472	22
chr7:318945-319251	10
chr7:342965-343981	19
chr7:421311-422129	32
chr7:440274-440810	4
chr7:506613-507439	0
chr7:522406-522810	0
chr7:543509-545015	3
chr7:549159-550320	22
chr7:583745-584430	7
chr7:595448-596595	1
chr7:623842-624228	32
chr7:652277-652644	38
chr7:711056-712767	1
chr7:874134-875051	1
chr7:918694-919311	5
chr7:965016-965350	12
chr7:973561-974016	2
chr7:979188-979571	10
chr7:999204-999549	7
chr7:1012821-1013086	24
chr7:1013220-1013599	29
chr7:1059630-1059829	23
chr7:1080061-1080784	0
chr7:1117830-1118931	0
chr7:1152759-1152987	19
chr7:1158975-1159189	13
chr7:1219571-1219919	27
chr7:1245811-1246951	2
chr7:1266743-1267600	1
chr7:1267732-1268083	1
chr7:1292995-1293267	13
chr7:1329837-1330415	0
chr7:1350036-1350482	13
chr7:1364096-1364435	10
chr7:1411293-1411810	1
chr7:1415483-1416295	1
chr7:1545581-1545936	10
chr7:1561080-1562696	0
chr7:1629501-1630354	2
chr7:1647419-1647757	10
chr7:1648006-1648528	2
chr7:1648991-1649347	4
chr7:1649711-1650119	13
chr7:1697438-1697709	22
chr7:1698317-1699183	10
chr7:1721367-1722001	4
chr7:1722274-1722989	1
chr7:1756130-1756419	5
chr7:1759229-1759612	4
chr7:1802860-1803255	23
chr7:1807244-1807674	4
chr7:1815520-1815944	0
chr7:1841719-1841970	23
chr7:1845594-1846047	4
chr7:1904424-1904639	16
chr7:1941710-1942303	4
chr7:1949228-1949554	23
chr7:1957292-1957687	15
chr7:1997091-1997365	24
chr7:1997828-1998064	26
chr7:2021999-2022731	4
chr7:2035783-2036108	12
chr7:2040058-2040513	1
chr7:2045752-2046167	15
chr7:2073633-2073832	16
chr7:2077154-2077360	27
chr7:2141491-2142319	27
chr7:2171962-2172373	4
chr7:2217718-2218202	19
chr7:2222526-2222864	16
chr7:2229056-2229354	5
chr7:2232850-2233457	27
chr7:2241098-2241320	5
chr7:2256651-2257814	2
chr7:2295105-2295599	13
chr7:2733806-2734354	18
chr7:2788177-2788547	16
chr7:2789693-2790323	7
chr7:2832455-2832658	18
chr7:2839840-2840189	14
chr7:2897185-2897506	13
chr7:3221692-3222094	10
chr7:3226968-3227364	27
chr7:3228493-3229313	27
chr7:3238951-3240349	1
chr7:3241031-3241746	1
chr7:3245953-3246726	0
chr7:3264792-3265228	13
chr7:3324874-3325150	7
chr7:3334062-3334361	18
chr7:3367216-3367441	16
chr7:3372330-3372530	5
chr7:3439779-3440030	7
chr7:3444251-3445039	5
chr7:3473044-3473324	10
chr7:3548706-3548993	24
chr7:3597847-3598536	10
chr7:3612377-3612879	18
chr7:3652514-3652789	13
chr7:3654545-3654836	37
chr7:3656674-3656931	13
chr7:3683587-3683970	23
chr7:3691346-3692097	4
chr7:3701385-3702199	16
chr7:3756072-3756396	5
chr7:3756543-3757262	27
chr7:3764103-3764644	24
chr7:3769170-3769698	4
chr7:3806745-3807449	15
chr7:3825312-3825745	4
chr7:3826046-3826329	10
chr7:3827533-3827810	28
chr7:3837869-3838194	4
chr7:3897560-3898816	14
chr7:3904225-3904895	10
chr7:3919828-3920310	1
chr7:3923734-3923936	10
chr7:3941513-3941849	1
chr7:3945323-3946400	0
chr7:3963625-3964165	12
chr7:4035159-4037048	3
chr7:4081492-4081914	4
chr7:4093667-4094268	15
chr7:4095056-4096295	0
chr7:4100640-4101067	1
chr7:4250768-4250967	12
chr7:4268671-4269527	32
chr7:4271952-4272248	16
chr7:4276564-4277229	4
chr7:4305486-4306966	0
chr7:4315684-4316036	15
chr7:4321575-4322210	2
chr7:4365718-4366160	31
chr7:4382074-4382279	4
chr7:4453102-4453535	0
chr7:4500169-4500411	10
chr7:4546220-4546643	13
chr7:4583075-4583617	16
chr7:4605464-4605665	23
chr7:4616664-4617294	2
chr7:4658344-4659204	18
chr7:4695806-4696610	0
chr7:4710038-4710284	16
chr7:4720785-4721018	16
chr7:4733766-4734038	2
chr7:4763252-4763588	18
chr7:4782102-4782383	16
chr7:4794493-4794778	35
chr7:4806095-4806307	13
chr7:4807873-4808215	15
chr7:4821031-4821311	2
chr7:4849749-4850333	0
chr7:4863033-4864251	0
chr7:4872726-4873466	30
chr7:4915017-4915618	23
chr7:4918109-4918313	29
chr7:4927053-4927413	22
chr7:4927549-4927763	2
chr7:4963771-4964059	18
chr7:4970950-4971178	35
chr7:4971404-4972060	15
chr7:4987308-4987591	2
chr7:5014432-5015548	0
chr7:5030764-5030987	12
chr7:5034659-5035269	2
chr7:5035749-5035961	23
chr7:5085368-5085863	7
chr7:5101336-5101599	12
chr7:5106348-5106956	7
chr7:5122018-5122422	30
chr7:5137353-5139094	12
chr7:5230807-5231151	16
chr7:5272090-5272867	1
chr7:5274432-5275733	20
chr7:5316562-5317268	9
chr7:5357111-5358447	3
chr7:5360650-5361665	0
chr7:5382958-5383304	27
chr7:5389429-5389712	33
chr7:5402055-5402580	4
chr7:5411922-5412834	0
chr7:5440062-5440631	0
chr7:5442671-5443086	11
chr7:5463410-5464056	19
chr7:5521946-5522763	19
chr7:5543382-5543820	14
chr7:5569719-5569998	33
chr7:5571522-5571888	1
chr7:5577127-5577428	16
chr7:5590904-5591371	16
chr7:5616547-5617612	0
chr7:5620068-5621023	4
chr7:5658338-5658625	18
chr7:5669926-5671544	0
chr7:5672222-5672650	31
chr7:5692556-5693783	1
chr7:5706173-5706416	16
chr7:5707811-5708156	35
chr7:5788901-5789520	4
chr7:5793406-5793620	18
chr7:5859095-5860015	0
chr7:5929379-5929820	2
chr7:5943692-5944694	34
chr7:5945977-5946200	29
chr7:5947283-5947557	23
chr7:6026984-6027420	22
chr7:6074953-6075290	23
chr7:6092582-6092781	23
chr7:6107924-6108238	2
chr7:6121256-6121862	19
chr7:6166692-6166891	25
chr7:6167505-6167974	18
chr7:6170859-6171058	23
chr7:6218711-6219075	25
chr7:6223533-6223927	19
chr7:6289184-6289470	35
chr7:6362053-6362621	16
chr7:6363656-6364439	16
chr7:6366849-6368617	16
chr7:6376195-6376458	16
chr7:6399214-6399839	16
chr7:6400155-6400811	16
chr7:6408833-6409833	16
chr7:6415117-6416640	16
chr7:6424947-6425702	16
chr7:6426530-6427372	16
chr7:6428559-6429298	16
chr7:6429662-6430316	16
chr7:6430736-6431315	16
chr7:6432453-6432977	16
chr7:6435708-6436549	16
chr7:6437679-6438774	16
chr7:6441473-6442005	16
